point_id,point_type,role,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,va_blocks,usgs_ql1_dem_z_m,usgs_ql1_dem_error_m,usgs_ql1_laz_z_m,usgs_ql1_laz_error_m,usgs_ql0_dem_z_m,usgs_ql0_dem_error_m,usgs_ql0_laz_z_m,usgs_ql0_laz_error_m
2019_2021_MN,NVA,check,483539.54,4840897.169,375.32,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,375.3299865722656,-0.009986572265632,375.3332531812143,-0.013253181214282,,,,
2020_2021_MN,NVA,check,425420.2,4899321.179,303.09,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-03,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,303.17999267578125,-0.089992675781275,303.18,-0.090000000000032
2021_2022_MN,NVA,check,531348.289,4880302.344,377.591,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-03-29,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,377.6300048828125,-0.039004882812492,377.62259832505504,-0.031598325055029
2022_2021_MN,NVA,check,491910.099,4858267.659,387.956,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,387.9599914550781,-0.003991455078108,387.92792063708356,0.028079362916458,,,,
2023_2021_MN,NVA,check,611514.847,4855944.887,257.159,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,257.17999267578125,-0.020992675781258,257.18194244051955,-0.022942440519557,,,,
2024_2021_MN,NVA,check,571243.813,4887693.785,344.735,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,344.75,-0.014999999999986,344.75701651872265,-0.022016518722637,,,,
2025_2021_MN,NVA,check,578387.684,4903992.431,316.371,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,316.3299865722656,0.041013427734356,316.32732396923325,0.043676030766733,,,,
2026_2021_MN,NVA,check,432271.871,4902803.086,317.654,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,317.6300048828125,0.023995117187496,317.6298650000071,0.024134999992896
2027_2021_MN,NVA,check,524298.939,4825603.564,403.685,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,403.69000244140625,-0.005002441406248,403.67874593103295,0.006254068967053,,,,
2028_2021_MN,NVA,check,463187.344,4842863.332,391.74,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,391.79998779296875,-0.059987792968741,391.8158133333383,-0.075813333338317,,,,
2029_2021_MN,NVA,check,619868.537,4842319.056,360.931,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,361.0,-0.069000000000017,360.983847898832,-0.052847898831999,,,,
2030_2021_MN,NVA,check,639158.82,4833227.847,204.459,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,204.44000244140625,0.018997558593753,204.43872640171003,0.020273598289975,,,,
2031_2021_MN,NVA,check,543562.209,4817611.577,392.491,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,392.5,-0.009000000000015,392.50973932541046,-0.018739325410479,,,,
2032_2022_MN,NVA,check,529054.16,4857272.79,407.312,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,407.29998779296875,0.012012207031262,407.29599466463543,0.016005335364582
2033_2021_MN,NVA,check,486376.979,4852901.512,379.871,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,379.9200134277344,-0.049013427734394,379.9119797826977,-0.040979782697718,,,,
2034_2021_MN,NVA,check,483454.327,4863339.0,369.422,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,369.4599914550781,-0.0379914550781,369.44999999999993,-0.027999999999906,,,,
2035_2021_MN,NVA,check,588253.379,4873487.277,373.207,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,373.2200012207031,-0.013001220703131,373.21957463950696,-0.012574639506965,,,,
2036_2021_MN,NVA,check,585982.135,4884249.83,353.119,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,353.1000061035156,0.018993896484403,353.10361533779826,0.015384662201768,,,,
2037_2021_MN,NVA,check,608938.796,4820155.051,315.857,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,315.80999755859375,0.047002441406278,315.81950603474655,0.037493965253475,,,,
2038_2021_MN,NVA,check,614154.462,4873821.588,380.941,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-08,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,380.9200134277344,0.020986572265599,380.9207150336547,0.020284966345287,,,,
2039_2022_MN,NVA,check,588465.661,4817010.625,390.274,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,390.2699890136719,0.004010986328126,390.2627033009777,0.011296699022296,,,,
2040_2021_MN,NVA,check,498281.426,4930435.352,270.926,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,270.8999938964844,0.026006103515613,270.90481212120505,0.021187878794933,,,,
2041_2022_MN,NVA,check,581336.002,4847731.894,337.829,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,337.82000732421875,0.008992675781258,337.8202338461636,0.008766153836405,,,,
2042_2021_MN,NVA,check,613664.407,4835960.226,235.041,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,235.07000732421875,-0.029007324218753,235.0625280859912,-0.021528085991207,,,,
2043_2022_MN,NVA,check,577056.535,4829691.049,325.231,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,325.239990234375,-0.008990234375005,325.22847290907293,0.00252709092706,,,,
2044_2021_MN,NVA,check,468538.55,4818772.862,386.695,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,386.7300109863281,-0.035010986328132,386.73476795005416,-0.03976795005417,,,,
2045_2021_MN,NVA,check,591600.971,4893330.062,210.338,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-11,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,210.27000427246094,0.067995727539056,210.27831028239072,0.059689717609274,,,,
2046_2022_MN,NVA,check,566833.706,4878514.956,343.499,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-03,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,343.4599914550781,0.039008544921899,343.4574948842257,0.041505115774328
2047_2021_MN,NVA,check,472593.974,4828828.287,391.859,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,391.9100036621094,-0.051003662109395,391.92762493753025,-0.068624937530274,,,,
2048_2021_MN,NVA,check,524225.438,4861186.931,366.694,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,366.69000244140625,0.003997558593767,366.68951530614925,0.00448469385077,,,,
2049_2021_MN,NVA,check,537894.936,4843784.421,387.333,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,387.3399963378906,-0.006996337890598,387.3429993817612,-0.00999938176119,,,,
2050_2021_MN,NVA,check,445384.312,4925588.245,311.207,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-04,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,311.20001220703125,0.006987792968744,311.20722048146627,-0.000220481466272
2051_2022_MN,NVA,check,583484.264,4841969.517,252.166,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,252.16000366210938,0.005996337890622,252.16040432432254,0.005595675677455,,,,
2052_2021_MN,NVA,check,491504.96,4819536.025,374.605,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-15,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,374.5799865722656,0.025013427734393,374.5849358974332,0.020064102566835,,,,
2053_2021_MN,NVA,check,605086.59,4842580.401,359.904,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,359.8800048828125,0.023995117187496,359.86951921733214,0.034480782667856,,,,
2054_2021_MN,NVA,check,508184.829,4888316.651,375.709,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,375.67999267578125,0.029007324218753,375.6745408895369,0.034459110463104,,,,
2055_2021_MN,NVA,check,513783.558,4874746.785,393.556,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,393.5400085449219,0.015991455078108,393.5347069946191,0.021293005380869,,,,
2056_2021_MN,NVA,check,512113.074,4847352.076,406.156,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,406.1300048828125,0.025995117187506,406.13,0.02600000000001,,,,
2057_2021_MN,NVA,check,513686.977,4880028.211,357.885,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,357.8900146484375,-0.005014648437509,357.9074536973067,-0.02245369730673,,,,
2058_2022_MN,NVA,check,593234.856,4827490.802,344.479,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,344.510009765625,-0.031009765625015,344.53970845304684,-0.060708453046857,,,,
2059_2021_MN,NVA,check,578714.528,4864536.981,379.543,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,379.5799865722656,-0.036986572265619,379.5786671251602,-0.035667125160217,,,,
2060_2021_MN,NVA,check,451235.007,4822939.662,391.169,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,391.2099914550781,-0.040991455078142,391.2042472118894,-0.035247211889441,,,,
2061_2021_MN,NVA,check,499306.594,4837260.354,377.241,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,377.239990234375,0.001009765624985,377.25023426062387,-0.009234260623884,,,,
2062_2021_MN,NVA,check,643245.359,4822028.848,199.973,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,199.94000244140625,0.032997558593763,199.95269337016794,0.020306629832078,,,,
2063_2021_MN,NVA,check,500720.101,4884880.739,386.299,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,386.32000732421875,-0.021007324218772,386.3076507072718,-0.00865070727184,,,,
2064_2021_MN,NVA,check,505224.4,4940265.926,308.962,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,308.8900146484375,0.071985351562489,308.8920700908559,0.069929909144093,,,,
2065_2021_MN,NVA,check,576968.607,4865962.232,408.076,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,408.0799865722656,-0.003986572265603,408.0838943589707,-0.007894358970702,,,,
2066_2021_MN,NVA,check,489750.791,4913018.587,340.66,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,340.69000244140625,-0.030002441406225,340.6980531694509,-0.038053169450848,,,,
2067_2021_MN,NVA,check,568335.487,4907324.405,226.62,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,226.6199951171875,4.882812505e-06,226.609821609025,0.010178390975,,,,
2068_2021_MN,NVA,check,495844.403,4891330.747,382.829,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,382.8500061035156,-0.021006103515617,382.86276748768375,-0.033767487683747,,,,
2069_2021_MN,NVA,check,466694.411,4899259.185,309.178,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,309.1499938964844,0.028006103515622,309.164419847335,0.013580152664986,,,,
2070_2021_MN,NVA,check,467066.102,4915939.022,338.147,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,338.17999267578125,-0.032992675781259,338.176044747084,-0.029044747084015,,,,
2071_2021_MN,NVA,check,581687.495,4866623.516,363.15,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-09,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,363.1600036621094,-0.010003662109398,363.1592614152024,-0.009261415202445,,,,
2072_2021_MN,NVA,check,492403.203,4886409.012,387.555,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,387.6000061035156,-0.045006103515618,387.58642488789417,-0.031424887894161,,,,
2073_2022_MN,NVA,check,571650.18,4876582.57,325.972,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-03,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,325.9599914550781,0.012008544921855,325.97453602305046,-0.002536023050482
2074_2021_MN,NVA,check,461388.592,4826275.998,394.859,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,394.8599853515625,-0.00098535156252,394.85333141945875,0.005668580541226,,,,
2075_2021_MN,NVA,check,516765.111,4932816.148,228.008,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,227.99000549316406,0.017994506835947,227.97947248576506,0.028527514234952,,,,
2076_2021_MN,NVA,check,465551.339,4920511.423,337.871,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-05,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,337.8500061035156,0.020993896484356,337.8498919413935,0.021108058606501,,,,
2077_2021_MN,NVA,check,550213.141,4904384.676,326.989,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,327.010009765625,-0.021009765625024,327.0127072548328,-0.0237072548328,,,,
2078_2021_MN,NVA,check,480015.742,4850105.809,369.42,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-10-01,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,369.4100036621094,0.009996337890641,369.39944032922523,0.020559670774787,,,,
2079_2021_MN,NVA,check,491448.303,4893719.511,384.496,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-13,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,384.44000244140625,0.055997558593731,384.4310148514645,0.06498514853547,,,,
2080_2021_MN,NVA,check,567913.268,4897041.726,344.449,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-10,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,344.4700012207031,-0.021001220703113,344.4703748199852,-0.021374819985169,,,,
2081_2021_MN,NVA,check,501079.195,4834800.397,368.594,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,368.5799865722656,0.014013427734369,368.5878742514959,0.006125748504076,,,,
2082_2022_MN,NVA,check,579808.431,4838494.437,309.697,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,309.69000244140625,0.006997558593753,309.6916749140977,0.005325085902314,,,,
2083_2022_MN,NVA,check,590478.169,4848833.212,350.974,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-07,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,350.9700012207031,0.003998779296865,350.97,0.003999999999962,,,,
2084_2021_MN,NVA,check,478454.736,4922260.414,309.9,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-14,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,309.94000244140625,-0.040002441406273,309.9377589004015,-0.037758900401514,,,,
2085_2021_MN,NVA,check,453568.495,4818078.57,380.406,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,380.45001220703125,-0.044012207031244,380.44005005889403,-0.034050058894024,,,,
2086_2021_MN,NVA,check,483476.137,4867441.708,382.007,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,382.010009765625,-0.003009765624995,382.00579408848705,0.001205911512955,,,,
2087_2021_MN,NVA,check,487089.749,4871167.735,371.062,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,370.9700012207031,0.091998779296887,370.96781620471825,0.094183795281765,,,,
2088_2021_MN,NVA,check,557876.769,4911332.524,343.125,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-12,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,343.0899963378906,0.035003662109375,343.0930645161318,0.03193548386821,,,,
2089_2021_MN,NVA,check,492009.326,4840497.054,385.928,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-16,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,385.8999938964844,0.028006103515622,385.87570774194296,0.052292258057037,,,,
2090_2022_MN,NVA,check,570320.786,4864879.703,401.174,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2022-04-02,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL0,,,,,401.1600036621094,0.013996337890603,401.14907494906123,0.024925050938748
2091_2021_MN,NVA,check,462234.878,4837811.171,385.919,m,EPSG:6344,NAVD88,GEOID18,MN_SE_Driftless_2021_B21,2021-09-30,Ground_Control_Survey_Report.pdf sections 2.2/2.3/2.4,geoid asserted PER MARK from the contractor shapefile 'geoid' attribute = 'Geoid 18',QL1,385.9599914550781,-0.040991455078142,385.95401528558955,-0.035015285589566,,,,
